og_id	og_name	yeast_gene	human_gene
1723139at2759	Cationic amino acid transporter	P301_P10061	57709
1723139at2759	Cationic amino acid transporter	P301_P10061	CAT-2
1723139at2759	Cationic amino acid transporter	P301_P10061	CAT-1
1723139at2759	Cationic amino acid transporter	P301_P10061	CAT-4
1723139at2759	Cationic amino acid transporter	P301_P10061	CAT-3
1723139at2759	Cationic amino acid transporter	EO220_3688	SLC7A14
1723139at2759	Cationic amino acid transporter	EO220_3688	CAT-2
1723139at2759	Cationic amino acid transporter	EO220_3688	CAT-1
1723139at2759	Cationic amino acid transporter	EO220_3688	CAT-4
1723139at2759	Cationic amino acid transporter	EO220_3688	CAT-3
1723139at2759	Cationic amino acid transporter	EO220_3688	57709
1723139at2759	Cationic amino acid transporter	EO220_3688	CAT-2
1723139at2759	Cationic amino acid transporter	EO220_3688	CAT-1
1723139at2759	Cationic amino acid transporter	EO220_3688	CAT-4
1723139at2759	Cationic amino acid transporter	EO220_3688	CAT-3
1723139at2759	Cationic amino acid transporter	EO220_4704	SLC7A14
1723139at2759	Cationic amino acid transporter	EO220_4704	CAT-2
1723139at2759	Cationic amino acid transporter	EO220_4704	CAT-1
1723139at2759	Cationic amino acid transporter	EO220_4704	CAT-4
1723139at2759	Cationic amino acid transporter	EO220_4704	CAT-3
1723139at2759	Cationic amino acid transporter	EO220_4704	57709
1723139at2759	Cationic amino acid transporter	EO220_4704	CAT-2
1723139at2759	Cationic amino acid transporter	EO220_4704	CAT-1
1723139at2759	Cationic amino acid transporter	EO220_4704	CAT-4
1723139at2759	Cationic amino acid transporter	EO220_4704	CAT-3
1723139at2759	Cationic amino acid transporter	EO220_5675	SLC7A14
1723139at2759	Cationic amino acid transporter	EO220_5675	CAT-2
1723139at2759	Cationic amino acid transporter	EO220_5675	CAT-1
1723139at2759	Cationic amino acid transporter	EO220_5675	CAT-4
1723139at2759	Cationic amino acid transporter	EO220_5675	CAT-3
1723139at2759	Cationic amino acid transporter	EO220_5675	57709
1723139at2759	Cationic amino acid transporter	EO220_5675	CAT-2
1723139at2759	Cationic amino acid transporter	EO220_5675	CAT-1
1723139at2759	Cationic amino acid transporter	EO220_5675	CAT-4
1723139at2759	Cationic amino acid transporter	EO220_5675	CAT-3
1723139at2759	Cationic amino acid transporter	H635_YJM1083F00005	SLC7A14
1723139at2759	Cationic amino acid transporter	H635_YJM1083F00005	CAT-2
1723139at2759	Cationic amino acid transporter	H635_YJM1083F00005	CAT-1
1723139at2759	Cationic amino acid transporter	H635_YJM1083F00005	CAT-4
1723139at2759	Cationic amino acid transporter	H635_YJM1083F00005	CAT-3
1723139at2759	Cationic amino acid transporter	H635_YJM1083F00005	57709
1723139at2759	Cationic amino acid transporter	H635_YJM1083F00005	CAT-2
1723139at2759	Cationic amino acid transporter	H635_YJM1083F00005	CAT-1
1723139at2759	Cationic amino acid transporter	H635_YJM1083F00005	CAT-4
1723139at2759	Cationic amino acid transporter	H635_YJM1083F00005	CAT-3
1723139at2759	Cationic amino acid transporter	H635_YJM1083L00005	SLC7A14
1723139at2759	Cationic amino acid transporter	H635_YJM1083L00005	CAT-2
1723139at2759	Cationic amino acid transporter	H635_YJM1083L00005	CAT-1
1723139at2759	Cationic amino acid transporter	H635_YJM1083L00005	CAT-4
1723139at2759	Cationic amino acid transporter	H635_YJM1083L00005	CAT-3
1723139at2759	Cationic amino acid transporter	H635_YJM1083L00005	57709
1723139at2759	Cationic amino acid transporter	H635_YJM1083L00005	CAT-2
1723139at2759	Cationic amino acid transporter	H635_YJM1083L00005	CAT-1
1723139at2759	Cationic amino acid transporter	H635_YJM1083L00005	CAT-4
1723139at2759	Cationic amino acid transporter	H635_YJM1083L00005	CAT-3
1723139at2759	Cationic amino acid transporter	H668_YJM1129H00407	SLC7A14
1723139at2759	Cationic amino acid transporter	H668_YJM1129H00407	CAT-2
1723139at2759	Cationic amino acid transporter	H668_YJM1129H00407	CAT-1
1723139at2759	Cationic amino acid transporter	H668_YJM1129H00407	CAT-4
1723139at2759	Cationic amino acid transporter	H668_YJM1129H00407	CAT-3
1723139at2759	Cationic amino acid transporter	H668_YJM1129H00407	57709
1723139at2759	Cationic amino acid transporter	H668_YJM1129H00407	CAT-2
1723139at2759	Cationic amino acid transporter	H668_YJM1129H00407	CAT-1
1723139at2759	Cationic amino acid transporter	H668_YJM1129H00407	CAT-4
1723139at2759	Cationic amino acid transporter	H668_YJM1129H00407	CAT-3
1723139at2759	Cationic amino acid transporter	H748_YJM193P00005	SLC7A14
1723139at2759	Cationic amino acid transporter	H748_YJM193P00005	CAT-2
1723139at2759	Cationic amino acid transporter	H748_YJM193P00005	CAT-1
1723139at2759	Cationic amino acid transporter	H748_YJM193P00005	CAT-4
1723139at2759	Cationic amino acid transporter	H748_YJM193P00005	CAT-3
1723139at2759	Cationic amino acid transporter	H748_YJM193P00005	57709
1723139at2759	Cationic amino acid transporter	H748_YJM193P00005	CAT-2
1723139at2759	Cationic amino acid transporter	H748_YJM193P00005	CAT-1
1723139at2759	Cationic amino acid transporter	H748_YJM193P00005	CAT-4
1723139at2759	Cationic amino acid transporter	H748_YJM193P00005	CAT-3
1723139at2759	Cationic amino acid transporter	H749_YJM195F00004	SLC7A14
1723139at2759	Cationic amino acid transporter	H749_YJM195F00004	CAT-2
1723139at2759	Cationic amino acid transporter	H749_YJM195F00004	CAT-1
1723139at2759	Cationic amino acid transporter	H749_YJM195F00004	CAT-4
1723139at2759	Cationic amino acid transporter	H749_YJM195F00004	CAT-3
1723139at2759	Cationic amino acid transporter	H749_YJM195F00004	57709
1723139at2759	Cationic amino acid transporter	H749_YJM195F00004	CAT-2
1723139at2759	Cationic amino acid transporter	H749_YJM195F00004	CAT-1
1723139at2759	Cationic amino acid transporter	H749_YJM195F00004	CAT-4
1723139at2759	Cationic amino acid transporter	H749_YJM195F00004	CAT-3
1723139at2759	Cationic amino acid transporter	H749_YJM195L00004	SLC7A14
1723139at2759	Cationic amino acid transporter	H749_YJM195L00004	CAT-2
1723139at2759	Cationic amino acid transporter	H749_YJM195L00004	CAT-1
1723139at2759	Cationic amino acid transporter	H749_YJM195L00004	CAT-4
1723139at2759	Cationic amino acid transporter	H749_YJM195L00004	CAT-3
1723139at2759	Cationic amino acid transporter	H749_YJM195L00004	57709
1723139at2759	Cationic amino acid transporter	H749_YJM195L00004	CAT-2
1723139at2759	Cationic amino acid transporter	H749_YJM195L00004	CAT-1
1723139at2759	Cationic amino acid transporter	H749_YJM195L00004	CAT-4
1723139at2759	Cationic amino acid transporter	H749_YJM195L00004	CAT-3
1723139at2759	Cationic amino acid transporter	H750_YJM244P00003	SLC7A14
1723139at2759	Cationic amino acid transporter	H750_YJM244P00003	CAT-2
1723139at2759	Cationic amino acid transporter	H750_YJM244P00003	CAT-1
1723139at2759	Cationic amino acid transporter	H750_YJM244P00003	CAT-4
1723139at2759	Cationic amino acid transporter	H750_YJM244P00003	CAT-3
1723139at2759	Cationic amino acid transporter	H750_YJM244P00003	57709
1723139at2759	Cationic amino acid transporter	H750_YJM244P00003	CAT-2
1723139at2759	Cationic amino acid transporter	H750_YJM244P00003	CAT-1
1723139at2759	Cationic amino acid transporter	H750_YJM244P00003	CAT-4
1723139at2759	Cationic amino acid transporter	H750_YJM244P00003	CAT-3
1723139at2759	Cationic amino acid transporter	H751_YJM248L00003	SLC7A14
1723139at2759	Cationic amino acid transporter	H751_YJM248L00003	CAT-2
1723139at2759	Cationic amino acid transporter	H751_YJM248L00003	CAT-1
1723139at2759	Cationic amino acid transporter	H751_YJM248L00003	CAT-4
1723139at2759	Cationic amino acid transporter	H751_YJM248L00003	CAT-3
1723139at2759	Cationic amino acid transporter	H751_YJM248L00003	57709
1723139at2759	Cationic amino acid transporter	H751_YJM248L00003	CAT-2
1723139at2759	Cationic amino acid transporter	H751_YJM248L00003	CAT-1
1723139at2759	Cationic amino acid transporter	H751_YJM248L00003	CAT-4
1723139at2759	Cationic amino acid transporter	H751_YJM248L00003	CAT-3
1723139at2759	Cationic amino acid transporter	H751_YJM248P00007	SLC7A14
1723139at2759	Cationic amino acid transporter	H751_YJM248P00007	CAT-2
1723139at2759	Cationic amino acid transporter	H751_YJM248P00007	CAT-1
1723139at2759	Cationic amino acid transporter	H751_YJM248P00007	CAT-4
1723139at2759	Cationic amino acid transporter	H751_YJM248P00007	CAT-3
1723139at2759	Cationic amino acid transporter	H751_YJM248P00007	57709
1723139at2759	Cationic amino acid transporter	H751_YJM248P00007	CAT-2
1723139at2759	Cationic amino acid transporter	H751_YJM248P00007	CAT-1
1723139at2759	Cationic amino acid transporter	H751_YJM248P00007	CAT-4
1723139at2759	Cationic amino acid transporter	H751_YJM248P00007	CAT-3
1723139at2759	Cationic amino acid transporter	H752_YJM270P00007	SLC7A14
1723139at2759	Cationic amino acid transporter	H752_YJM270P00007	CAT-2
1723139at2759	Cationic amino acid transporter	H752_YJM270P00007	CAT-1
1723139at2759	Cationic amino acid transporter	H752_YJM270P00007	CAT-4
1723139at2759	Cationic amino acid transporter	H752_YJM270P00007	CAT-3
1723139at2759	Cationic amino acid transporter	H752_YJM270P00007	57709
1723139at2759	Cationic amino acid transporter	H752_YJM270P00007	CAT-2
1723139at2759	Cationic amino acid transporter	H752_YJM270P00007	CAT-1
1723139at2759	Cationic amino acid transporter	H752_YJM270P00007	CAT-4
1723139at2759	Cationic amino acid transporter	H752_YJM270P00007	CAT-3
1723139at2759	Cationic amino acid transporter	H753_YJM271P00007	SLC7A14
1723139at2759	Cationic amino acid transporter	H753_YJM271P00007	CAT-2
1723139at2759	Cationic amino acid transporter	H753_YJM271P00007	CAT-1
1723139at2759	Cationic amino acid transporter	H753_YJM271P00007	CAT-4
1723139at2759	Cationic amino acid transporter	H753_YJM271P00007	CAT-3
1723139at2759	Cationic amino acid transporter	H753_YJM271P00007	57709
1723139at2759	Cationic amino acid transporter	H753_YJM271P00007	CAT-2
1723139at2759	Cationic amino acid transporter	H753_YJM271P00007	CAT-1
1723139at2759	Cationic amino acid transporter	H753_YJM271P00007	CAT-4
1723139at2759	Cationic amino acid transporter	H753_YJM271P00007	CAT-3
1723139at2759	Cationic amino acid transporter	H757_YJM450L00003	SLC7A14
1723139at2759	Cationic amino acid transporter	H757_YJM450L00003	CAT-2
1723139at2759	Cationic amino acid transporter	H757_YJM450L00003	CAT-1
1723139at2759	Cationic amino acid transporter	H757_YJM450L00003	CAT-4
1723139at2759	Cationic amino acid transporter	H757_YJM450L00003	CAT-3
1723139at2759	Cationic amino acid transporter	H757_YJM450L00003	57709
1723139at2759	Cationic amino acid transporter	H757_YJM450L00003	CAT-2
1723139at2759	Cationic amino acid transporter	H757_YJM450L00003	CAT-1
1723139at2759	Cationic amino acid transporter	H757_YJM450L00003	CAT-4
1723139at2759	Cationic amino acid transporter	H757_YJM450L00003	CAT-3
1723139at2759	Cationic amino acid transporter	H757_YJM450P00006	SLC7A14
1723139at2759	Cationic amino acid transporter	H757_YJM450P00006	CAT-2
1723139at2759	Cationic amino acid transporter	H757_YJM450P00006	CAT-1
1723139at2759	Cationic amino acid transporter	H757_YJM450P00006	CAT-4
1723139at2759	Cationic amino acid transporter	H757_YJM450P00006	CAT-3
1723139at2759	Cationic amino acid transporter	H757_YJM450P00006	57709
1723139at2759	Cationic amino acid transporter	H757_YJM450P00006	CAT-2
1723139at2759	Cationic amino acid transporter	H757_YJM450P00006	CAT-1
1723139at2759	Cationic amino acid transporter	H757_YJM450P00006	CAT-4
1723139at2759	Cationic amino acid transporter	H757_YJM450P00006	CAT-3
1723139at2759	Cationic amino acid transporter	H759_YJM453L00005	SLC7A14
1723139at2759	Cationic amino acid transporter	H759_YJM453L00005	CAT-2
1723139at2759	Cationic amino acid transporter	H759_YJM453L00005	CAT-1
1723139at2759	Cationic amino acid transporter	H759_YJM453L00005	CAT-4
1723139at2759	Cationic amino acid transporter	H759_YJM453L00005	CAT-3
1723139at2759	Cationic amino acid transporter	H759_YJM453L00005	57709
1723139at2759	Cationic amino acid transporter	H759_YJM453L00005	CAT-2
1723139at2759	Cationic amino acid transporter	H759_YJM453L00005	CAT-1
1723139at2759	Cationic amino acid transporter	H759_YJM453L00005	CAT-4
1723139at2759	Cationic amino acid transporter	H759_YJM453L00005	CAT-3
1723139at2759	Cationic amino acid transporter	H759_YJM453P00007	SLC7A14
1723139at2759	Cationic amino acid transporter	H759_YJM453P00007	CAT-2
1723139at2759	Cationic amino acid transporter	H759_YJM453P00007	CAT-1
1723139at2759	Cationic amino acid transporter	H759_YJM453P00007	CAT-4
1723139at2759	Cationic amino acid transporter	H759_YJM453P00007	CAT-3
1723139at2759	Cationic amino acid transporter	H759_YJM453P00007	57709
1723139at2759	Cationic amino acid transporter	H759_YJM453P00007	CAT-2
1723139at2759	Cationic amino acid transporter	H759_YJM453P00007	CAT-1
1723139at2759	Cationic amino acid transporter	H759_YJM453P00007	CAT-4
1723139at2759	Cationic amino acid transporter	H759_YJM453P00007	CAT-3
1723139at2759	Cationic amino acid transporter	H760_YJM456F00008	SLC7A14
1723139at2759	Cationic amino acid transporter	H760_YJM456F00008	CAT-2
1723139at2759	Cationic amino acid transporter	H760_YJM456F00008	CAT-1
1723139at2759	Cationic amino acid transporter	H760_YJM456F00008	CAT-4
1723139at2759	Cationic amino acid transporter	H760_YJM456F00008	CAT-3
1723139at2759	Cationic amino acid transporter	H760_YJM456F00008	57709
1723139at2759	Cationic amino acid transporter	H760_YJM456F00008	CAT-2
1723139at2759	Cationic amino acid transporter	H760_YJM456F00008	CAT-1
1723139at2759	Cationic amino acid transporter	H760_YJM456F00008	CAT-4
1723139at2759	Cationic amino acid transporter	H760_YJM456F00008	CAT-3
1723139at2759	Cationic amino acid transporter	H760_YJM456L00004	SLC7A14
1723139at2759	Cationic amino acid transporter	H760_YJM456L00004	CAT-2
1723139at2759	Cationic amino acid transporter	H760_YJM456L00004	CAT-1
1723139at2759	Cationic amino acid transporter	H760_YJM456L00004	CAT-4
1723139at2759	Cationic amino acid transporter	H760_YJM456L00004	CAT-3
1723139at2759	Cationic amino acid transporter	H760_YJM456L00004	57709
1723139at2759	Cationic amino acid transporter	H760_YJM456L00004	CAT-2
1723139at2759	Cationic amino acid transporter	H760_YJM456L00004	CAT-1
1723139at2759	Cationic amino acid transporter	H760_YJM456L00004	CAT-4
1723139at2759	Cationic amino acid transporter	H760_YJM456L00004	CAT-3
1723139at2759	Cationic amino acid transporter	H760_YJM456P00003	SLC7A14
1723139at2759	Cationic amino acid transporter	H760_YJM456P00003	CAT-2
1723139at2759	Cationic amino acid transporter	H760_YJM456P00003	CAT-1
1723139at2759	Cationic amino acid transporter	H760_YJM456P00003	CAT-4
1723139at2759	Cationic amino acid transporter	H760_YJM456P00003	CAT-3
1723139at2759	Cationic amino acid transporter	H760_YJM456P00003	57709
1723139at2759	Cationic amino acid transporter	H760_YJM456P00003	CAT-2
1723139at2759	Cationic amino acid transporter	H760_YJM456P00003	CAT-1
1723139at2759	Cationic amino acid transporter	H760_YJM456P00003	CAT-4
1723139at2759	Cationic amino acid transporter	H760_YJM456P00003	CAT-3
1723139at2759	Cationic amino acid transporter	H761_YJM470F00007	SLC7A14
1723139at2759	Cationic amino acid transporter	H761_YJM470F00007	CAT-2
1723139at2759	Cationic amino acid transporter	H761_YJM470F00007	CAT-1
1723139at2759	Cationic amino acid transporter	H761_YJM470F00007	CAT-4
1723139at2759	Cationic amino acid transporter	H761_YJM470F00007	CAT-3
1723139at2759	Cationic amino acid transporter	H761_YJM470F00007	57709
1723139at2759	Cationic amino acid transporter	H761_YJM470F00007	CAT-2
1723139at2759	Cationic amino acid transporter	H761_YJM470F00007	CAT-1
1723139at2759	Cationic amino acid transporter	H761_YJM470F00007	CAT-4
1723139at2759	Cationic amino acid transporter	H761_YJM470F00007	CAT-3
1723139at2759	Cationic amino acid transporter	H762_YJM541L00004	SLC7A14
1723139at2759	Cationic amino acid transporter	H762_YJM541L00004	CAT-2
1723139at2759	Cationic amino acid transporter	H762_YJM541L00004	CAT-1
1723139at2759	Cationic amino acid transporter	H762_YJM541L00004	CAT-4
1723139at2759	Cationic amino acid transporter	H762_YJM541L00004	CAT-3
1723139at2759	Cationic amino acid transporter	H762_YJM541L00004	57709
1723139at2759	Cationic amino acid transporter	H762_YJM541L00004	CAT-2
1723139at2759	Cationic amino acid transporter	H762_YJM541L00004	CAT-1
1723139at2759	Cationic amino acid transporter	H762_YJM541L00004	CAT-4
1723139at2759	Cationic amino acid transporter	H762_YJM541L00004	CAT-3
1723139at2759	Cationic amino acid transporter	H762_YJM541P00007	SLC7A14
1723139at2759	Cationic amino acid transporter	H762_YJM541P00007	CAT-2
1723139at2759	Cationic amino acid transporter	H762_YJM541P00007	CAT-1
1723139at2759	Cationic amino acid transporter	H762_YJM541P00007	CAT-4
1723139at2759	Cationic amino acid transporter	H762_YJM541P00007	CAT-3
1723139at2759	Cationic amino acid transporter	H762_YJM541P00007	57709
1723139at2759	Cationic amino acid transporter	H762_YJM541P00007	CAT-2
1723139at2759	Cationic amino acid transporter	H762_YJM541P00007	CAT-1
1723139at2759	Cationic amino acid transporter	H762_YJM541P00007	CAT-4
1723139at2759	Cationic amino acid transporter	H762_YJM541P00007	CAT-3
1723139at2759	Cationic amino acid transporter	H763_YJM554F00007	SLC7A14
1723139at2759	Cationic amino acid transporter	H763_YJM554F00007	CAT-2
1723139at2759	Cationic amino acid transporter	H763_YJM554F00007	CAT-1
1723139at2759	Cationic amino acid transporter	H763_YJM554F00007	CAT-4
1723139at2759	Cationic amino acid transporter	H763_YJM554F00007	CAT-3
1723139at2759	Cationic amino acid transporter	H763_YJM554F00007	57709
1723139at2759	Cationic amino acid transporter	H763_YJM554F00007	CAT-2
1723139at2759	Cationic amino acid transporter	H763_YJM554F00007	CAT-1
1723139at2759	Cationic amino acid transporter	H763_YJM554F00007	CAT-4
1723139at2759	Cationic amino acid transporter	H763_YJM554F00007	CAT-3
1723139at2759	Cationic amino acid transporter	H763_YJM554L00003	SLC7A14
1723139at2759	Cationic amino acid transporter	H763_YJM554L00003	CAT-2
1723139at2759	Cationic amino acid transporter	H763_YJM554L00003	CAT-1
1723139at2759	Cationic amino acid transporter	H763_YJM554L00003	CAT-4
1723139at2759	Cationic amino acid transporter	H763_YJM554L00003	CAT-3
1723139at2759	Cationic amino acid transporter	H763_YJM554L00003	57709
1723139at2759	Cationic amino acid transporter	H763_YJM554L00003	CAT-2
1723139at2759	Cationic amino acid transporter	H763_YJM554L00003	CAT-1
1723139at2759	Cationic amino acid transporter	H763_YJM554L00003	CAT-4
1723139at2759	Cationic amino acid transporter	H763_YJM554L00003	CAT-3
1723139at2759	Cationic amino acid transporter	H763_YJM554P00003	SLC7A14
1723139at2759	Cationic amino acid transporter	H763_YJM554P00003	CAT-2
1723139at2759	Cationic amino acid transporter	H763_YJM554P00003	CAT-1
1723139at2759	Cationic amino acid transporter	H763_YJM554P00003	CAT-4
1723139at2759	Cationic amino acid transporter	H763_YJM554P00003	CAT-3
1723139at2759	Cationic amino acid transporter	H763_YJM554P00003	57709
1723139at2759	Cationic amino acid transporter	H763_YJM554P00003	CAT-2
1723139at2759	Cationic amino acid transporter	H763_YJM554P00003	CAT-1
1723139at2759	Cationic amino acid transporter	H763_YJM554P00003	CAT-4
1723139at2759	Cationic amino acid transporter	H763_YJM554P00003	CAT-3
1723139at2759	Cationic amino acid transporter	H764_YJM555F00008	SLC7A14
1723139at2759	Cationic amino acid transporter	H764_YJM555F00008	CAT-2
1723139at2759	Cationic amino acid transporter	H764_YJM555F00008	CAT-1
1723139at2759	Cationic amino acid transporter	H764_YJM555F00008	CAT-4
1723139at2759	Cationic amino acid transporter	H764_YJM555F00008	CAT-3
1723139at2759	Cationic amino acid transporter	H764_YJM555F00008	57709
1723139at2759	Cationic amino acid transporter	H764_YJM555F00008	CAT-2
1723139at2759	Cationic amino acid transporter	H764_YJM555F00008	CAT-1
1723139at2759	Cationic amino acid transporter	H764_YJM555F00008	CAT-4
1723139at2759	Cationic amino acid transporter	H764_YJM555F00008	CAT-3
1723139at2759	Cationic amino acid transporter	H764_YJM555L00007	SLC7A14
1723139at2759	Cationic amino acid transporter	H764_YJM555L00007	CAT-2
1723139at2759	Cationic amino acid transporter	H764_YJM555L00007	CAT-1
1723139at2759	Cationic amino acid transporter	H764_YJM555L00007	CAT-4
1723139at2759	Cationic amino acid transporter	H764_YJM555L00007	CAT-3
1723139at2759	Cationic amino acid transporter	H764_YJM555L00007	57709
1723139at2759	Cationic amino acid transporter	H764_YJM555L00007	CAT-2
1723139at2759	Cationic amino acid transporter	H764_YJM555L00007	CAT-1
1723139at2759	Cationic amino acid transporter	H764_YJM555L00007	CAT-4
1723139at2759	Cationic amino acid transporter	H764_YJM555L00007	CAT-3
1723139at2759	Cationic amino acid transporter	H764_YJM555P00007	SLC7A14
1723139at2759	Cationic amino acid transporter	H764_YJM555P00007	CAT-2
1723139at2759	Cationic amino acid transporter	H764_YJM555P00007	CAT-1
1723139at2759	Cationic amino acid transporter	H764_YJM555P00007	CAT-4
1723139at2759	Cationic amino acid transporter	H764_YJM555P00007	CAT-3
1723139at2759	Cationic amino acid transporter	H764_YJM555P00007	57709
1723139at2759	Cationic amino acid transporter	H764_YJM555P00007	CAT-2
1723139at2759	Cationic amino acid transporter	H764_YJM555P00007	CAT-1
1723139at2759	Cationic amino acid transporter	H764_YJM555P00007	CAT-4
1723139at2759	Cationic amino acid transporter	H764_YJM555P00007	CAT-3
1723139at2759	Cationic amino acid transporter	H765_YJM627L00006	SLC7A14
1723139at2759	Cationic amino acid transporter	H765_YJM627L00006	CAT-2
