human	yeast_orf	split	fold	oof_pct_rank_A	oof_pct_rank_B	oof_pct_rank_C
CNOT3	YIL038C	test	1	0.0007818608287724785	0.0007818608287724785	0.03752931978107897
CNOT6	YAL021C	train	2	0.13917122752150118	0.0007818608287724785	0.0007818608287724785
CNOT6L	YAL021C	train	3	0.1751368256450352	0.0007818608287724785	0.0007818608287724785
CNOT6L	YOL042W	train	3	0.35887412040656763	0.001563721657544957	0.003127443315089914
CNOT9	YNL288W	train	4	0.0007818608287724785	0.0007818608287724785	0.001563721657544957
CORO1A	YLR429W	train	0	0.03596559812353401	0.0023455824863174357	0.028928850664581705
CORO1B	YLR429W	train	1	0.05003909304143862	0.0007818608287724785	0.007036747458952306
CORO1C	YLR429W	train	2	0.06802189210320563	0.0007818608287724785	0.0007818608287724785
CORO2A	YLR429W	train	3	0.006254886630179828	0.007036747458952306	0.017982799061767005
CPT2	YAR035W	train	4	0.0007818608287724785	0.0007818608287724785	0.012509773260359656
CRY1	YOR386W	train	0	0.0007818608287724785	0.0007818608287724785	0.004691164972634871
CRY2	YOR386W	train	1	0.0007818608287724785	0.0007818608287724785	0.004691164972634871
CSNK1G1	YER123W	train	2	0.001563721657544957	0.0007818608287724785	0.0007818608287724785
CSNK1G1	YHR135C	train	2	0.0007818608287724785	0.001563721657544957	0.0023455824863174357
CSNK1G1	YNL154C	train	2	0.0023455824863174357	0.0023455824863174357	0.001563721657544957
CSNK1G2	YER123W	train	3	0.0023455824863174357	0.0007818608287724785	0.0007818608287724785
CSNK1G2	YHR135C	train	3	0.0007818608287724785	0.001563721657544957	0.004691164972634871
CSNK1G2	YNL154C	train	3	0.001563721657544957	0.0023455824863174357	0.003127443315089914
CSNK1G3	YER123W	train	4	0.001563721657544957	0.0007818608287724785	0.0007818608287724785
CSNK1G3	YHR135C	train	4	0.0007818608287724785	0.001563721657544957	0.003127443315089914
CSNK1G3	YNL154C	train	4	0.0023455824863174357	0.0023455824863174357	0.001563721657544957
CSNK2A1	YIL035C	train	0	0.0023455824863174357	0.0007818608287724785	0.003127443315089914
CSNK2A2	YIL035C	train	1	0.001563721657544957	0.001563721657544957	0.001563721657544957
CSNK2B	YOR039W	train	2	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
CTPS1	YBL039C	train	3	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
CTPS2	YBL039C	train	4	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
CTR9	YOL145C	train	0	0.004691164972634871	0.0007818608287724785	0.0007818608287724785
CTSD	YPL154C	train	1	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
CTU1	YGL211W	train	2	0.0007818608287724785	0.0007818608287724785	0.003909304143862392
CUL3	YGR003W	train	3	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
CUL4A	YGR003W	train	4	0.34401876465989056	0.0007818608287724785	0.0007818608287724785
CUL4B	YGR003W	train	0	0.619233776387803	0.00547302580140735	0.009382329945269743
CWC27	YPL064C	validation	1	0.0007818608287724785	0.0007818608287724785	0.003127443315089914
DBR1	YKL149C	train	2	0.001563721657544957	0.0007818608287724785	0.0007818608287724785
DCAF7	YDR364C	validation	3	0.14698983580922595	0.007036747458952306	0.028928850664581705
DCAF7	YGL004C	validation	3	0.2939796716184519	0.01563721657544957	0.009382329945269743
DCPS	YLR270W	train	4	0.001563721657544957	0.001563721657544957	0.003127443315089914
DCPS	YOR173W	train	4	0.0007818608287724785	0.0007818608287724785	0.0023455824863174357
DDI2	YER143W	test	0	0.05629397967161845	0.0007818608287724785	0.14073494917904614
DDX11	YPL008W	train	1	0.0023455824863174357	0.0007818608287724785	0.001563721657544957
DDX18	YKL161C	test	2	0.13995308835027365	0.08053166536356529	0.254886630179828
DDX55	YKL161C	test	3	0.38780297107114936	0.7818608287724785	0.3713838936669273
DENR	YJR014W	train	4	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
DMC1	YER179W	test	0	0.7857701329163409	0.7036747458952306	0.5738858483189992
DNAJC21	YNL227C	validation	1	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
DRG2	YGR173W	validation	2	0.0007818608287724785	0.0007818608287724785	0.007036747458952306
DRGX	YDR451C	test	3	0.020328381548084442	0.004691164972634871	0.0023455824863174357
DRGX	YML027W	test	3	0.029710711493354185	0.008600469116497263	0.001563721657544957
DUS2	YNR015W	test	4	0.008600469116497263	0.0007818608287724785	0.0007818608287724785
DUS3L	YLR401C	train	0	0.05160281469898358	0.0007818608287724785	0.0007818608287724785
DUSP12	YIR026C	test	1	0.0007818608287724785	0.0007818608287724785	0.013291634089132134
DUSP14	YIL113W	train	2	0.0007818608287724785	0.0007818608287724785	0.003909304143862392
DUSP28	YIL113W	train	3	0.001563721657544957	0.0023455824863174357	0.001563721657544957
DXO	YGL246C	train	4	0.0007818608287724785	0.0007818608287724785	0.001563721657544957
DYNC1H1	YKR054C	train	0	0.0007818608287724785	0.0007818608287724785	0.023455824863174355
DYRK2	YJL141C	train	1	0.0023455824863174357	0.001563721657544957	0.0023455824863174357
DYRK2	YLL019C	train	1	0.02580140734949179	0.003909304143862392	0.012509773260359656
DYRK3	YJL141C	train	2	0.007818608287724784	0.02111024237685692	0.013291634089132134
DYRK4	YJL141C	train	3	0.0218921032056294	0.03205629397967162	0.0218921032056294
DYRK4	YLL019C	train	3	0.060203283815480846	0.023455824863174355	0.012509773260359656
EBF3	YER016W	train	4	0.5230648944487881	0.13213448006254885	0.47068021892103207
EDF1	YOR298C-A	validation	0	0.0007818608287724785	0.0007818608287724785	0.018764659890539485
EIF2AK4	YDR283C	train	1	0.013291634089132134	0.001563721657544957	0.0023455824863174357
EIF2D	YDR117C	validation	2	0.0688037529319781	0.0007818608287724785	0.0007818608287724785
EIF3J	YLR192C	validation	3	0.007818608287724784	0.0007818608287724785	0.2658326817826427
EIF4A1	YKR059W	train	4	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
EIF4A2	YKR059W	train	0	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
EIF4A3	YKR059W	train	1	0.0007818608287724785	0.0007818608287724785	0.001563721657544957
ELAVL1	YCL011C	test	2	0.0109460516028147	0.00547302580140735	0.001563721657544957
ELAVL1	YNL004W	test	2	0.040656763096168884	0.007036747458952306	0.0007818608287724785
ELOF1	YKL160W	train	3	0.001563721657544957	0.0007818608287724785	0.028146989835809225
ELP1	YLR384C	validation	4	0.0007818608287724785	0.0007818608287724785	0.0023455824863174357
ELP2	YGR200C	train	0	0.0023455824863174357	0.0007818608287724785	0.001563721657544957
ELP3	YPL086C	train	1	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
ELP4	YPL101W	train	2	0.004691164972634871	0.0007818608287724785	0.001563721657544957
ENY2	YBR111W-A	train	3	0.15480844409695074	0.0007818608287724785	0.0007818608287724785
ERCC4	YPL022W	test	4	0.0727130570758405	0.0007818608287724785	0.0007818608287724785
ERN1	YHR079C	test	0	0.0007818608287724785	0.0007818608287724785	0.0023455824863174357
ETNK1	YDR147W	train	1	0.0437842064112588	0.0007818608287724785	0.013291634089132134
ETNK1	YLR133W	train	1	0.027365129007036748	0.001563721657544957	0.018764659890539485
ETNK2	YDR147W	train	2	0.1125879593432369	0.0007818608287724785	0.033620015637216574
ETNK2	YLR133W	train	2	0.04925723221266615	0.003127443315089914	0.05003909304143862
EXOSC10	YOR001W	train	3	0.0007818608287724785	0.0007818608287724785	0.001563721657544957
FBXO9	YLR097C	test	4	0.04300234558248632	0.0007818608287724785	0.07505863956215794
FEN1	YKL113C	train	0	0.0007818608287724785	0.0007818608287724785	0.006254886630179828
FZR1	YGL003C	test	1	0.0007818608287724785	0.0007818608287724785	0.0109460516028147
G6PD	YNL241C	validation	2	0.0007818608287724785	0.0007818608287724785	0.003127443315089914
GABARAP	YBL078C	train	3	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
GABARAPL1	YBL078C	train	4	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
GABARAPL2	YBL078C	train	0	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
GALK2	YDR009W	train	1	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
GBF1	YJR031C	train	2	0.05551211884284597	0.001563721657544957	0.001563721657544957
GGA1	YDR358W	validation	3	0.001563721657544957	0.0007818608287724785	0.0007818608287724785
GGA1	YHR108W	validation	3	0.0007818608287724785	0.001563721657544957	0.001563721657544957
GGA2	YDR358W	validation	4	0.001563721657544957	0.0007818608287724785	0.0007818608287724785
GGA2	YHR108W	validation	4	0.0007818608287724785	0.001563721657544957	0.001563721657544957
GGA3	YDR358W	validation	0	0.001563721657544957	0.001563721657544957	0.001563721657544957
GGA3	YHR108W	validation	0	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
GID4	YBR105C	train	1	0.022673964034401875	0.0007818608287724785	0.0007818608287724785
GLRX	YDR513W	train	2	0.0023455824863174357	0.001563721657544957	0.001563721657544957
GLRX2	YDR513W	train	3	0.003127443315089914	0.0007818608287724785	0.007036747458952306
GLRX3	YDR098C	validation	4	0.001563721657544957	0.0007818608287724785	0.0023455824863174357
GLRX3	YER174C	validation	4	0.003127443315089914	0.001563721657544957	0.00547302580140735
GSK3A	YDL079C	train	0	0.0023455824863174357	0.003127443315089914	0.001563721657544957
GSK3A	YMR139W	train	0	0.05785770132916341	0.001563721657544957	0.0023455824863174357
GSK3A	YNL307C	train	0	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
GSK3B	YDL079C	train	1	0.003127443315089914	0.0023455824863174357	0.001563721657544957
GSK3B	YMR139W	train	1	0.006254886630179828	0.001563721657544957	0.0023455824863174357
GTF2H5	YDR079C-A	train	2	0.008600469116497263	0.02580140734949179	0.011727912431587178
GYG1	YJL137C	train	3	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
GYG1	YKR058W	train	3	0.3854573885848319	0.001563721657544957	0.07349491790461297
GYS1	YFR015C	test	4	0.001563721657544957	0.0007818608287724785	0.0007818608287724785
GYS1	YLR258W	test	4	0.0007818608287724785	0.001563721657544957	0.003127443315089914
HAT1	YPL001W	validation	0	0.0906958561376075	0.0007818608287724785	0.007036747458952306
HCCS	YAL039C	train	1	0.0007818608287724785	0.0007818608287724785	0.007036747458952306
HDAC1	YNL330C	train	2	0.0007818608287724785	0.001563721657544957	0.001563721657544957
HDAC2	YNL330C	train	3	0.0007818608287724785	0.0007818608287724785	0.001563721657544957
HDAC3	YGL194C	train	4	0.001563721657544957	0.0007818608287724785	0.0007818608287724785
HELLS	YFR038W	train	0	0.00547302580140735	0.001563721657544957	0.003909304143862392
HIRA	YOR038C	train	1	0.10086004691164972	0.0007818608287724785	0.0007818608287724785
HIST1H2AB	YBL003C	train	2	0.0007818608287724785	0.0007818608287724785	0.001563721657544957
HK1	YFR053C	train	3	0.0007818608287724785	0.001563721657544957	0.0007818608287724785
HK1	YGL253W	train	3	0.001563721657544957	0.0023455824863174357	0.004691164972634871
HLTF	YLR032W	train	4	0.004691164972634871	0.0007818608287724785	0.0007818608287724785
HMGB2	YMR072W	train	0	0.001563721657544957	0.0023455824863174357	0.003127443315089914
HMGB3	YMR072W	train	1	0.0007818608287724785	0.0023455824863174357	0.0007818608287724785
HMGCR	YML075C	train	2	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
HOOK1	YGL086W	train	3	0.011727912431587178	0.0023455824863174357	0.0023455824863174357
HSP90AA1	YMR186W	train	4	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
HSP90AB1	YMR186W	train	0	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
HUWE1	YDR457W	test	1	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
IDE	YLR389C	train	2	0.0007818608287724785	0.0007818608287724785	0.0023455824863174357
IDH1	YLR174W	train	3	0.0007818608287724785	0.001563721657544957	0.003127443315089914
IDH1	YNL009W	train	3	0.001563721657544957	0.0007818608287724785	0.001563721657544957
IDH2	YLR174W	train	4	0.0007818608287724785	0.0007818608287724785	0.001563721657544957
IDH2	YNL009W	train	4	0.001563721657544957	0.001563721657544957	0.001563721657544957
IGHMBP2	YKL017C	train	0	0.012509773260359656	0.0023455824863174357	0.003909304143862392
ING1	YOR064C	train	1	0.03752931978107897	0.11336982017200939	0.006254886630179828
ING2	YOR064C	train	2	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
ING4	YOR064C	train	3	0.0023455824863174357	0.0007818608287724785	0.02580140734949179
ING5	YOR064C	train	4	0.003909304143862392	0.001563721657544957	0.028146989835809225
IPO11	YPL125W	test	0	0.001563721657544957	0.0007818608287724785	0.0007818608287724785
IPO4	YER110C	train	1	0.001563721657544957	0.0007818608287724785	0.0007818608287724785
IPO9	YGL241W	test	2	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
ISG20L2	YOL080C	validation	3	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
ISYNA1	YJL153C	train	4	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
ITPA	YJR069C	train	0	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
KAT7	YMR127C	train	1	0.006254886630179828	0.001563721657544957	0.003127443315089914
KAT8	YMR127C	train	2	0.0007818608287724785	0.0007818608287724785	0.004691164972634871
KDM5A	YMR176W	train	3	0.012509773260359656	0.0007818608287724785	0.004691164972634871
KDM5B	YMR176W	train	4	0.019546520719311962	0.0007818608287724785	0.004691164972634871
KDM5C	YJR119C	train	0	0.027365129007036748	0.0023455824863174357	0.0007818608287724785
KDM5C	YMR176W	train	0	0.020328381548084442	0.0007818608287724785	0.011727912431587178
KIF11	YBL063W	train	1	0.001563721657544957	0.001563721657544957	0.003909304143862392
KPNA1	YEL013W	train	2	0.001563721657544957	0.0007818608287724785	0.0007818608287724785
KPNA2	YEL013W	train	3	0.0007818608287724785	0.019546520719311962	0.014855355746677092
KPNA5	YEL013W	train	4	0.001563721657544957	0.0007818608287724785	0.0007818608287724785
KPNA6	YEL013W	train	0	0.001563721657544957	0.0007818608287724785	0.0007818608287724785
KRT10	YDL197C	validation	1	0.799061767005473	0.6254886630179828	0.13369820172009383
KRT17	YDL197C	validation	2	0.7490226739640344	0.1594996090695856	0.0766223612197029
KRT19	YDL197C	validation	3	0.7544956997654417	0.1305707584050039	0.07818608287724785
KTI12	YKL110C	train	4	0.03596559812353401	0.0007818608287724785	0.0007818608287724785
LEO1	YOR123C	train	0	0.0007818608287724785	0.0007818608287724785	0.001563721657544957
LETM1	YPR125W	test	1	0.0007818608287724785	0.0007818608287724785	0.0023455824863174357
LSM6	YDR378C	train	2	0.0007818608287724785	0.0007818608287724785	0.008600469116497263
LSM7	YNL147W	test	3	0.0007818608287724785	0.0007818608287724785	0.06333072713057075
LTN1	YMR247C	test	4	0.006254886630179828	0.0007818608287724785	0.009382329945269743
MAD1L1	YGL086W	train	0	0.01641907740422205	0.0023455824863174357	0.0007818608287724785
MAD2L1	YJL030W	test	1	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
MAP2K2	YJL128C	validation	2	0.004691164972634871	0.009382329945269743	0.00547302580140735
MAP2K5	YOR231W	train	3	0.007818608287724784	0.0007818608287724785	0.001563721657544957
MAP2K5	YPL140C	train	3	0.004691164972634871	0.001563721657544957	0.0023455824863174357
MAPK1	YGR040W	test	4	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
MAPK1	YHR030C	test	4	0.00547302580140735	0.0023455824863174357	0.001563721657544957
MAPK1	YLR113W	test	4	0.0023455824863174357	0.00547302580140735	0.003127443315089914
MAPK11	YGR040W	test	0	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
MAPK11	YHR030C	test	0	0.003909304143862392	0.001563721657544957	0.001563721657544957
MAPK11	YLR113W	test	0	0.001563721657544957	0.006254886630179828	0.003127443315089914
MAPK12	YGR040W	test	1	0.0007818608287724785	0.0007818608287724785	0.001563721657544957
MAPK12	YHR030C	test	1	0.001563721657544957	0.003909304143862392	0.0007818608287724785
MAPK12	YKL161C	test	1	0.008600469116497263	0.004691164972634871	0.003127443315089914
MAPK12	YLR113W	test	1	0.003127443315089914	0.007036747458952306	0.0023455824863174357
MAPK14	YGR040W	test	2	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
MAPK14	YHR030C	test	2	0.003909304143862392	0.003127443315089914	0.001563721657544957
MAPK14	YLR113W	test	2	0.001563721657544957	0.00547302580140735	0.0023455824863174357
MAPK3	YGR040W	test	3	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
MAPK3	YHR030C	test	3	0.003127443315089914	0.001563721657544957	0.001563721657544957
MAPK3	YLR113W	test	3	0.0023455824863174357	0.006254886630179828	0.003127443315089914
MAPRE1	YER016W	train	4	0.029710711493354185	0.0007818608287724785	0.0007818608287724785
MAPRE2	YER016W	train	0	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
MAPRE3	YER016W	train	1	0.05003909304143862	0.0007818608287724785	0.0007818608287724785
MARK2	YOR233W	test	2	0.0023455824863174357	0.0007818608287724785	0.006254886630179828
MARK3	YOR233W	test	3	0.001563721657544957	0.0007818608287724785	0.008600469116497263
MARK4	YOR233W	test	4	0.06254886630179828	0.013291634089132134	0.0218921032056294
MAT2A	YLR180W	train	0	0.0007818608287724785	0.0007818608287724785	0.001563721657544957
MCTS1	YER007C-A	train	1	0.0007818608287724785	0.0007818608287724785	0.0023455824863174357
ME1	YKL029C	validation	2	0.019546520719311962	0.0007818608287724785	0.001563721657544957
ME2	YKL029C	validation	3	0.003127443315089914	0.0007818608287724785	0.0007818608287724785
METTL14	YCL055W	validation	4	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
MITF	YJR060W	validation	0	0.1016419077404222	0.03127443315089914	0.00547302580140735
MLH1	YMR167W	train	1	0.009382329945269743	0.0007818608287724785	0.0007818608287724785
MLH3	YPL164C	train	2	0.20484753713838938	0.0007818608287724785	0.020328381548084442
MMS19	YIL128W	validation	3	0.0218921032056294	0.001563721657544957	0.001563721657544957
MOCS3	YHR111W	train	4	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
MORF4L1	YPR023C	train	0	0.16184519155590305	0.0007818608287724785	0.0007818608287724785
MORF4L2	YPR023C	train	1	0.046129788897576234	0.0007818608287724785	0.0007818608287724785
